,WorldCup,RK,code,Team,PTS
1498,2022,135,TKM,Turkmenistan,1100.47
1499,2022,136,SOL,Solomon Islands,1095.7
1500,2022,137,RWA,Rwanda,1093.66
1501,2022,138,ETH,Ethiopia,1091.19
1502,2022,139,SUR,Suriname,1077.3
1503,2022,140,SKN,St Kitts and Nevis,1076.91
1504,2022,141,BDI,Burundi,1076.26
1505,2022,142,NCA,Nicaragua,1071.83
1506,2022,143,SWZ,Eswatini,1070.89
1507,2022,144,LTU,Lithuania,1069.75
1508,2022,145,HKG,Hong Kong,1062.39
1509,2022,146,MAS,Malaysia,1062.32
1510,2022,147,LES,Lesotho,1061.4
1511,2022,148,BOT,Botswana,1056.46
1512,2022,149,KUW,Kuwait,1053.41
1513,2022,150,LBR,Liberia,1049.66
1514,2022,151,AND,Andorra,1035.2
1515,2022,152,IDN,Indonesia,1033.9
1516,2022,153,DOM,Dominican Republic,1031.86
1517,2022,154,MDV,Maldives,1026.09
1518,2022,155,YEM,Yemen,1023.52
1519,2022,156,AFG,Afghanistan,1023.04
1520,2022,157,TPE,Chinese Taipei,1017.78
1521,2022,158,MYA,Myanmar,1007.89
1522,2022,159,PNG,Papua New Guinea,1007.46
1523,2022,160,SGP,Singapore,1003.5
1524,2022,161,NCL,New Caledonia,995.58
1525,2022,162,TAH,Tahiti,995.11
1526,2022,163,FIJ,Fiji,989.43
1527,2022,164,VAN,Vanuatu,985.62
1528,2022,165,SSD,South Sudan,983.99
1529,2022,166,BRB,Barbados,982.27
1530,2022,167,CUB,Cuba,978.65
1531,2022,168,MLT,Malta,977.92
1532,2022,169,BER,Bermuda,977.47
1533,2022,170,PUR,Puerto Rico,974.32
1534,2022,171,GUY,Guyana,968.74
1535,2022,172,LCA,St Lucia,965.66
1536,2022,173,GRN,Grenada,963.72
1537,2022,174,MDA,Moldova,961.23
1538,2022,175,NEP,Nepal,954.86
1539,2022,176,BLZ,Belize,950.88
1540,2022,177,CAM,Cambodia,948.62
1541,2022,178,VIN,St Vincent and the Grenadines,945.25
1542,2022,179,MSR,Montserrat,940.78
1543,2022,180,MRI,Mauritius,932.02
1544,2022,181,CHA,Chad,930.22
1545,2022,182,MAC,Macau,922.1
1546,2022,183,MNG,Mongolia,913.55
1547,2022,184,DMA,Dominica,911.51
1548,2022,185,BHU,Bhutan,910.96
1549,2022,186,STP,São Tomé and Príncipe,908.18
1550,2022,187,LAO,Laos,905.51
1551,2022,188,ASA,American Samoa,900.27
1552,2022,189,COK,Cook Islands,899.33
1553,2022,190,BRU,Brunei Darussalam,898.41
1554,2022,191,SAM,Samoa,894.26
1555,2022,192,BAN,Bangladesh,884.45
1556,2022,193,DJI,Djibouti,875.05
1557,2022,194,PAK,Pakistan,866.81
1558,2022,195,CAY,Cayman Islands,865.72
1559,2022,196,LIE,Liechtenstein,862.39
1560,2022,197,TGA,Tonga,861.81
1561,2022,198,TLS,Timor-Leste,860.06
1562,2022,199,SEY,Seychelles,859.56
1563,2022,200,ERI,Eritrea,855.56
1564,2022,201,ARU,Aruba,855.37
1565,2022,202,BAH,Bahamas,854.8
1566,2022,203,SOM,Somalia,854.72
1567,2022,204,GIB,Gibraltar,852.16
1568,2022,205,GUM,Guam,838.33
1569,2022,206,TCA,Turks and Caicos Islands,832.0
1570,2022,207,SRI,Sri Lanka,825.25
1571,2022,208,VIR,US Virgin Islands,823.97
1572,2022,209,VGB,British Virgin Islands,809.32
1573,2022,210,AIA,Anguilla,790.74
1574,2022,211,SMR,San Marino,762.22
